Date,m1,m2,m3,m4,pib,selic,indice_ipca,selic_lag1,selic_lag3,selic_lag6,selic_lag12,pib_lag1,pib_lag3,pib_lag6,pib_lag12,pib_real,m1_real,m2_real,m3_real,m4_real,log_m1,log_m2,log_m3,log_m4,log_pib,dlog_m1,dlog_m2,dlog_m3,dlog_m4,dlog_mean,D_crise
2004-03-01,101.282219,413.528931,870.826987,989.838137,121760.0,16.19,125.27236903651358,16.3,16.91,21.02,26.32,119870.0,118633.33333333334,120043.33333333334,115400.0,97196.21408653187,80.84960776185123,330.1038642284056,695.1468976739611,790.1488130327353,4.392590734580936,5.799407345026333,6.544123186790318,6.672221298649005,11.484487039962932,-0.020124134715151065,2.447134302041576e-05,0.007234287147492857,0.003935925716542776,-0.002232362627023754,0
2004-04-01,101.821601,415.095168,876.412419,995.559726,123650.0,15.96,125.73587680194869,16.19,16.32,19.54,26.32,121760.0,117980.0,119940.0,116310.0,98341.06473426496,80.98054715153657,330.1326387963493,697.0265299700181,791.7865221301503,4.394208967206733,5.799494509452504,6.546823473120818,6.674291812716284,11.496196967979364,0.0016182326257974111,8.716442617107134e-05,0.0027002863304996794,0.0020705140672792055,0.0016190493624368418,0
2004-05-01,103.074482,429.712981,908.888294,1012.425016,125146.66666666666,15.77,126.37712977363864,15.96,16.3,18.31,26.31,123650.0,119870.0,119286.66666666666,117623.33333333333,99026.35618550924,81.56102467639727,340.0243238390393,719.1873210192083,801.1141080774763,4.401351509094687,5.82901715575435,6.578121853718376,6.6860033939478845,11.503141317781434,0.007142541887954046,0.029522646301845867,0.031298380597558406,0.011711581231600654,0.019918787504739743,0
2004-06-01,104.18265,437.868637,916.975348,1024.499285,126643.33333333333,15.8,127.27440739503149,15.77,16.19,16.91,26.09,125146.66666666666,121760.0,118633.33333333334,118936.66666666667,99504.16263990964,81.85671584126115,344.03510176319503,720.4711196603039,804.9530977741518,4.404970351046916,5.840743692176958,6.579905330889226,6.690784012086578,11.507954757848582,0.00361884195222828,0.011726536422608014,0.001783477170850034,0.004780618138693349,0.005477368421094919,0
2004-07-01,104.856804,443.323859,927.486531,1038.909105,128139.99999999999,15.77,128.43260450232629,15.8,15.96,16.32,25.36,126643.33333333333,123650.0,117980.0,120250.0,99772.17272556285,81.64344591960739,345.1801516584289,722.1581580424935,808.9138338553138,4.402361545767287,5.844066459463578,6.582244170364199,6.695692401936407,11.510644593013948,-0.002608805279628257,0.0033227672866198432,0.0023388394749730423,0.00490838984982922,0.001990297832948462,0
2004-08-01,107.417168,451.798704,939.986824,1047.129333,127889.99999999999,15.86,129.31878947339231,15.77,15.77,16.3,23.5,128139.99999999999,125146.66666666666,119870.0,120146.66666666666,98895.14162697423,83.06385208013516,349.3681821797124,726.8756750877294,809.7271380779896,4.419609614205664,5.856126329385396,6.588755452026038,6.696697324343813,11.50181539230887,0.01724806843837623,0.012059869921817956,0.006511281661838453,0.001004922407405573,0.009206035607359553,0
2004-09-01,111.720476,458.676647,949.435412,1061.114243,127640.0,16.09,129.7455414786545,15.86,15.8,16.19,21.02,127889.99999999999,126643.33333333333,121760.0,120043.33333333334,98377.1762369184,86.10737195804147,353.520160903148,731.7672739885242,817.8425485045068,4.455595028651603,5.867940515968194,6.595462531700644,6.706669834584599,11.496564107324254,0.03598541444593906,0.011814186582798314,0.006707079674606042,0.009972510240786825,0.01611979773603256,0
2004-10-01,111.602434,464.622126,959.613747,1072.347469,127390.0,16.41,130.3164218611606,16.09,15.77,15.96,19.54,127640.0,128139.99999999999,123650.0,119940.0,97754.37215098001,85.63957819445157,356.5338269454708,736.3720805827331,822.8797673270076,4.450147538375998,5.876429121595491,6.601735535254441,6.712810099272104,11.490213204734614,-0.005447490275604316,0.008488605627296586,0.0062730035537974516,0.006140264687504171,0.003863595898248473,0
2004-11-01,115.14042,472.370296,974.733631,1087.722745,125900.0,16.96,131.2156051720026,16.41,15.86,15.77,18.31,127390.0,127889.99999999999,125146.66666666666,119286.66666666666,95948.9535066849,87.74902943066063,359.995516829571,742.8488629247113,828.9583724238973,4.474480801665554,5.886091578121421,6.610492609389199,6.720169939669329,11.471571594723788,0.024333263289555873,0.009662456525930452,0.008757074134758014,0.007359840397225703,0.01252815858686751,0
2004-12-01,129.659697,495.042691,990.547645,1104.058299,124410.0,17.5,132.34405937648182,16.96,16.09,15.8,16.91,125900.0,127640.0,126643.33333333333,118633.33333333334,94004.97505225251,97.97167897892147,374.0573572643272,748.4640033461336,834.2333643093591,4.584678446893906,5.924409147325157,6.618023110981307,6.726513176538875,11.451102985939398,0.11019764522835196,0.03831756920373586,0.007530501592107441,0.006343236869545521,0.040597238223435195,0
