Date,m1,m2,m3,m4,pib,selic,indice_ipca,selic_lag1,selic_lag3,selic_lag6,selic_lag12,pib_lag1,pib_lag3,pib_lag6,pib_lag12,pib_real,m1_real,m2_real,m3_real,m4_real,log_m1,log_m2,log_m3,log_m4,log_pib,dlog_m1,dlog_m2,dlog_m3,dlog_m4,dlog_mean,D_crise
2005-01-01,120.494681,490.235409,995.464144,1108.249718,122920.0,17.93,133.11165492086542,17.5,16.41,15.77,16.32,124410.0,127390.0,128139.99999999999,117980.0,92343.52925224742,90.52151073595608,368.2888694393018,747.8414603077402,832.5715119828178,4.505587510152759,5.908867601542542,6.617191004049352,6.724519118445042,11.433270915519556,-0.07909093674114676,-0.015541545782615351,-0.0008321069319547902,-0.0019940580938326846,-0.024364661887387395,0
2005-02-01,119.527456,493.606417,1008.398675,1124.314202,125006.66666666667,18.47,133.89701368489852,17.93,16.96,15.86,16.3,122920.0,125900.0,127889.99999999999,119870.0,93360.30970850955,89.26820151589446,368.64632258461717,753.1151347206868,839.6857936248396,4.491645338420548,5.909837709028838,6.624218117467167,6.733027766652735,11.444221584312578,-0.013942171732211683,0.0009701074862960013,0.00702711341781459,0.008508648207692815,0.0006409243448979307,0
2005-03-01,118.560874,503.251673,1027.786068,1145.318592,127093.33333333333,18.97,134.71378546837641,18.47,17.5,16.09,16.19,125006.66666666667,124410.0,127640.0,121760.0,94343.22767447437,88.00945915652541,373.5710278278362,762.9405293798005,850.1866293920303,4.477444299116587,5.923108154706941,6.637180085100993,6.745455889374341,11.45469476946557,-0.014201039303960883,0.01327044567810276,0.012961967633826177,0.012428122721606094,0.006114874182393537,0
2005-04-01,115.498041,503.512158,1033.637671,1152.572654,129180.0,19.32,135.88579540195127,18.97,17.93,16.41,15.96,127093.33333333333,122920.0,127390.0,123650.0,95065.12407561403,84.99640500197675,370.5406856622556,760.6664610840975,848.1921532642032,4.442608961501505,5.914963251560743,6.63419497148757,6.743107205953374,11.462317452308922,-0.03483533761508184,-0.008144903146197535,-0.002985113613422463,-0.00234868342096739,-0.012078509448917307,0
2005-05-01,117.556869,505.887925,1040.046083,1161.520593,129736.66666666669,19.61,136.55163579942084,19.32,18.47,16.96,15.77,129180.0,125006.66666666667,125900.0,125146.66666666666,95009.2365478766,86.08968198131143,370.4737200974239,761.6504019971698,850.6090653546945,4.4553895666371535,5.914782511309289,6.635487660380338,6.7459526403628995,11.46172939267621,0.012780605135648493,-0.00018074025145420336,0.0012926888927680125,0.002845434409525893,0.004184497046622049,0
2005-06-01,118.793487,513.644026,1050.018485,1174.288144,130293.33333333333,19.75,136.52432547226095,19.61,18.97,17.5,15.8,129736.66666666669,127093.33333333333,124410.0,126643.33333333333,95435.98394104965,87.01268919591658,376.22894251498235,769.107249838303,860.1310718349547,4.466053960845722,5.930197847759301,6.64523042641086,6.757084786744877,11.466210976475807,0.01066439420856824,0.015415336450011807,0.009742766030521821,0.01113214638197757,0.01173866076776986,0
2005-07-01,118.562751,518.947452,1070.923797,1195.82049,130850.0,19.72,136.8656362859416,19.75,19.32,17.93,15.77,130293.33333333333,129180.0,122920.0,128139.99999999999,95604.71390103089,86.62711416640553,379.165629943668,782.4636088803262,873.7185771757017,4.461612863173638,5.937973127938756,6.662447415109635,6.772758329726167,11.467977406412054,-0.0044410976720836715,0.0077752801794552795,0.01721698869877475,0.015673542981289756,0.009056178546859028,0
2005-08-01,118.761803,527.379554,1087.502947,1213.930778,130609.99999999999,19.75,137.09830786762768,19.72,19.61,18.47,15.86,130850.0,129736.66666666669,125006.66666666667,127889.99999999999,95267.40485091008,86.62528724619118,384.6725478984029,793.2285700054117,885.4454857109429,4.461591773477917,5.952392447447016,6.676111414662405,6.786090892042577,11.464443004389747,-2.108969572134356e-05,0.014419319508260031,0.013663999552770534,0.013332562316410446,0.010348697920429917,0
2005-09-01,123.969884,537.869645,1109.859415,1234.582849,130370.0,19.61,137.5781519451644,19.75,19.75,18.97,16.09,130609.99999999999,130293.33333333333,127093.33333333333,127640.0,94760.68558615513,90.10869985331075,390.95571309489816,806.7119664773265,897.3683913795247,4.50101671770329,5.968594287828369,6.692966685695963,6.799466470478417,11.459109893220749,0.039424944225372904,0.01620184038135264,0.016855271033557884,0.013375578435839586,0.021464408519030753,0
2005-10-01,121.587677,538.102576,1114.684624,1243.711933,130130.0,19.25,138.60998808475313,19.61,19.72,19.32,16.41,130370.0,130850.0,129180.0,127390.0,93882.123357829,87.71927527015959,388.21342057325404,804.1878073883288,897.2743957235837,4.474141661661473,5.961555241423411,6.689832833179787,6.799361719096467,11.449795267496027,-0.026875056041816947,-0.007039046404957894,-0.003133852516175928,-0.00010475138194987466,-0.00928817658622516,0
2005-11-01,128.417217,548.097119,1138.403099,1267.334878,129479.99999999999,18.87,139.37234301921927,19.25,19.75,19.61,16.96,130130.0,130609.99999999999,129736.66666666669,125900.0,92902.21947559915,92.13967005081591,393.2610352431387,816.807032398828,909.3159019542608,4.523305578546464,5.974473603192826,6.705402876508334,6.8126925607063695,11.439302815534834,0.04916391688499111,0.012918361769415299,0.01557004332854639,0.0133308416099025,0.022745790898213825,0
2005-12-01,146.745131,580.69641,1166.453388,1298.800583,128830.00000000001,18.24,139.87408345408846,18.87,19.61,19.75,17.5,129479.99999999999,130370.0,130293.33333333333,124410.0,92104.26750877443,104.91230925432076,415.15654341399477,833.9310322507818,928.5498434928522,4.653124851266659,6.028655662149514,6.7261507037963675,6.833624061088999,11.430676556770095,0.12981927272019522,0.05418205895668837,0.020747827288033704,0.020931500382629586,0.05642016483688672,0
2006-01-01,131.864737,565.857853,1182.375081,1310.962889,128180.0,17.65,140.6993405464676,18.24,19.25,19.72,17.93,128830.00000000001,130130.0,130850.0,122920.0,91102.06167431685,93.72093464535473,402.1751991176667,840.3558086397048,931.7477138899873,4.540321586331595,5.996887812378298,6.733825383865884,6.837062084790474,11.419735713884586,-0.11280326493506365,-0.03176784977121638,0.0076746800695168815,0.003438023701474613,-0.033364602733822135,0
2006-02-01,133.094132,573.618535,1204.760611,1330.324436,129496.66666666667,17.28,141.27620784270812,17.65,18.87,19.75,18.47,128180.0,129479.99999999999,130609.99999999999,125006.66666666667,91662.04886447945,94.20845451074271,406.0262826693695,852.7696413973239,941.6478940892409,4.545509928199796,6.006417893145313,6.748489454041208,6.847631419233265,11.425863710687823,0.00518834186820083,0.009530080767015114,0.014664070175324007,0.010569334442791067,0.009987956813332755,0
2006-03-01,130.778017,577.567486,1217.947577,1338.58292,130813.33333333333,16.74,141.88369553643176,17.28,18.24,19.61,18.97,129496.66666666667,128830.00000000001,130370.0,127093.33333333333,92197.57974216575,92.17268869799058,407.07107593747224,858.4126402933064,943.4367458072653,4.52366386865519,6.008987803948899,6.755084916619658,6.849529320491514,11.431689159115175,-0.021846059544605723,0.0025699108035857066,0.006595462578449229,0.0018979012582489574,-0.0026956962260804573,0
2006-04-01,129.541055,578.426578,1225.507675,1344.867247,132130.0,16.19,142.18165129705827,16.74,17.65,19.25,19.32,130813.33333333333,128180.0,130130.0,129180.0,92930.4159816955,91.10954459893813,406.82223952477585,861.9309621320706,945.8796087479575,4.512062569347982,6.0083763321116885,6.759175177122266,6.852115297473234,11.439606276832075,-0.011601299307208102,-0.0006114718372103312,0.004090260502608523,0.0025859769817202505,-0.001384133415022415,0
2006-05-01,132.963024,592.703839,1245.56299,1368.336835,133660.0,15.7,142.32383294835532,16.19,17.28,18.87,19.61,132130.0,129496.66666666667,129479.99999999999,129736.66666666669,93912.59160965744,93.42288023415442,416.4473558093906,875.161218045592,961.4249466542437,4.537136285621544,6.031760057002063,6.774408118580778,6.868416503380173,11.45011975215579,0.025073716273561253,0.023383724890374324,0.015232941458512173,0.016301205906938954,0.019997897132346676,0
2006-06-01,134.245964,599.13748,1251.909775,1374.954765,135190.0,15.18,142.02495289916376,15.7,16.74,18.24,19.75,133660.0,130813.33333333333,128830.00000000001,130293.33333333333,95187.49856300498,94.52280128218963,421.85367273128503,881.4717058127405,968.1078831099514,4.54884108880495,6.044658506823079,6.781592903549372,6.875343530560295,11.46360389454105,0.011704803183406831,0.012898449821015845,0.00718478496859376,0.0069270271801222805,0.00967876628828468,0
2006-07-01,135.77148,603.661585,1263.276121,1396.099933,136720.0,14.98,142.29480030967218,15.18,16.19,17.65,19.72,135190.0,132130.0,128180.0,130850.0,96082.21783400384,95.41562987862123,424.2330595961821,887.7879713459436,981.1320792901124,4.558242400240393,6.050282973078286,6.788732943475014,6.888707087903288,11.472959539688992,0.009401311435442317,0.005624466255206961,0.00714003992564205,0.013363557342993104,0.008882343739821108,0
2006-08-01,138.653095,605.988723,1274.572866,1411.523726,136603.3333333333,14.66,142.36594770982703,14.98,15.7,17.28,19.75,136720.0,133660.0,129496.66666666667,130609.99999999999,95952.2522982538,97.39203596818346,425.6556660832531,895.279304147828,991.4756644454012,4.578744441065032,6.053630723843143,6.79713574126417,6.899194403478507,11.471605974826355,0.020502040824639245,0.0033477507648571603,0.00840279778915587,0.010487315575218759,0.010684976238467758,0
2006-09-01,145.599225,610.457741,1292.498222,1430.836318,136486.6666666667,14.17,142.66491620001767,14.66,15.18,16.74,19.61,136603.3333333333,135190.0,130813.33333333333,130370.0,95669.39812680434,102.05678374062785,427.89619007950915,905.9678135498318,1002.9349584406251,4.625529361721942,6.058880619619424,6.809003779528732,6.910685938840957,11.468653757514181,0.04678492065691042,0.005249895776280766,0.011868038264561953,0.011491535362449845,0.018848597515050747,0
2006-10-01,147.55134,620.241096,1309.59091,1449.901658,136370.0,13.95,143.13571042347775,14.17,14.98,16.19,19.25,136486.6666666667,136720.0,132130.0,130130.0,95273.2197971695,103.08492518286198,433.32379751004845,914.9295491149461,1012.9559239342559,4.635553164841233,6.071485248793347,6.8188470668084245,6.920627992871925,11.46450404067817,0.01002380311929052,0.012604629173923243,0.009843287279692525,0.009942054030967817,0.010603443400968526,0
2006-11-01,154.440846,634.750381,1340.098738,1484.533006,135860.0,13.65,143.57943112579053,13.95,14.66,15.7,18.87,136370.0,136603.3333333333,133660.0,129479.99999999999,94623.5814801164,107.56474293639855,442.090051494836,933.3500818971304,1033.945457479487,4.678092926155498,6.09151359773991,6.838780352223961,6.941137304624374,11.457661999664282,0.04253976131426551,0.020028348946563135,0.019933285415536517,0.0205093117524493,0.025752676857203616,0
2006-12-01,176.889613,657.427293,1365.957852,1506.072045,135350.0,13.19,144.26861239519434,13.65,14.17,15.18,18.24,135860.0,136486.6666666667,135190.0,128830.00000000001,93818.05075468279,122.61129435101732,455.6966911133189,946.8156859083374,1043.9360440193489,4.809019142839886,6.121827437135989,6.853104444790655,6.950753506048216,11.449112555229638,0.13092621668438742,0.030313839396079345,0.014324092566694091,0.009616201423842341,0.0462950875177508,0
2007-01-01,158.186929,641.559137,1381.091644,1529.98088,134840.0,13.13,144.90339428973317,13.19,13.95,14.98,17.65,135350.0,136370.0,136720.0,128180.0,93055.10106298028,109.16716601110565,442.7495574860087,953.1120031864253,1055.862692174633,4.692880340544268,6.0930042771954955,6.8597324237016775,6.962113429462269,11.440947081233896,-0.1161388022956178,-0.02882315994049378,0.006627978911022403,0.011359923414052453,-0.03174351497775918,0
2007-02-01,156.332282,642.580488,1395.941954,1549.641416,136816.66666666666,12.93,145.540969224608,13.13,13.65,14.66,17.28,134840.0,135860.0,136603.3333333333,129496.66666666667,94005.60364245105,107.41462203590122,441.5117553658236,959.1402073499278,1064.7458404708682,4.676696318393468,6.090204645659705,6.866037265813215,6.970491402217498,11.451109672692908,-0.01618402215080028,-0.0027996315357903256,0.006304842111537923,0.008377972755229557,-0.0010752097049557818,0
2007-03-01,158.398773,646.115709,1403.437444,1568.19731,138793.33333333334,12.74,146.07947081073905,12.93,13.19,14.17,16.74,136816.66666666666,135350.0,136486.6666666667,130813.33333333333,95012.20983553147,108.43328779936631,442.3042508396743,960.735575102334,1073.523405647985,4.68613512488519,6.091997995589288,6.867699215127018,6.978701420199908,11.461760686908644,0.009438806491722573,0.0017933499295823552,0.001661949313803035,0.00821001798240939,0.005276030929379338,0
2007-04-01,159.310973,652.641668,1432.743929,1603.344646,140770.0,12.58,146.44466948776588,12.74,13.13,13.95,16.19,138793.33333333334,134840.0,136370.0,132130.0,96125.04196457629,108.78577797146039,445.65751029573823,978.351710589024,1094.8467100975258,4.68938060870353,6.099550742887857,6.88586922766539,6.998369641672462,11.473405143370412,0.0032454838183397783,0.007552747298569251,0.018170012538371694,0.019668221472554315,0.01215911628195876,0
2007-05-01,160.825317,659.908686,1448.292815,1622.667259,142096.66666666666,12.43,146.85471456233162,12.58,12.93,13.65,15.7,140770.0,136816.66666666666,135860.0,133660.0,96760.03054457919,109.51321343635765,449.36159384920916,986.2079125728583,1104.9473378066243,4.696045212628106,6.107827895149543,6.893867197052159,7.007552954722618,11.47998928039753,0.006664603924575907,0.00827715226168646,0.007997969386768666,0.00918331305015574,0.008030759655796693,0
2007-06-01,167.144535,673.213592,1468.643962,1648.374413,143423.33333333334,12.03,147.26590776310613,12.43,12.74,13.19,15.18,142096.66666666666,138793.33333333334,135350.0,135190.0,97390.72369963997,113.49845835933112,457.14150832719554,997.273560668556,1119.3184071167352,4.731789254092041,6.124992989193892,6.905025116145499,7.02047521396391,11.486486245871674,0.03574404146393473,0.017165094044348628,0.011157919093339963,0.012922259241292089,0.019247328460728852,0
2007-07-01,169.869344,679.342235,1451.583471,1674.030797,144750.0,11.73,147.61934594173758,12.03,12.58,13.13,14.98,143423.33333333334,140770.0,134840.0,136720.0,98056.25345144799,115.07254886974236,460.19864853494397,983.3287512145672,1134.0185707506837,4.745562789191787,6.131658240906263,6.890943500873103,7.033522860476961,11.49329660777992,0.013773535099746326,0.006665251712370868,-0.014081615272395709,0.013047646513051347,0.004851204513193208,0
2007-08-01,173.480653,695.368107,1461.790549,1679.999281,144976.66666666666,11.43,148.31315686766374,11.73,12.43,12.93,14.66,144750.0,142096.66666666666,136816.66666666666,136603.3333333333,97750.37476683599,116.96915948919664,468.8512615374105,985.6108384937963,1132.7378612128277,4.761910305941292,6.150285578567806,6.893261589567204,7.032392867279569,11.490172311772088,0.016347516749505075,0.018627337661543564,0.002318088694100773,-0.001129993197392487,0.009040737476939231,0
2007-09-01,178.379774,709.585174,1498.606015,1755.455817,145203.33333333334,11.22,148.58012055002553,11.43,12.03,12.74,14.17,144976.66666666666,143423.33333333334,138793.33333333334,136486.6666666667,97727.29541193551,120.05628568590454,477.5774655271527,1008.6181175868905,1181.4876785006743,4.787960680196246,6.16872637823316,6.916336472585485,7.074529667880814,11.489936178867634,0.026050374254953823,0.018440799665353502,0.02307488301828098,0.04213680060124503,0.027425714384958333,0
2007-10-01,181.58085,720.078486,1522.132734,1782.867774,145430.0,11.18,149.0258609116756,11.22,11.73,12.58,13.95,145203.33333333334,144750.0,140770.0,136370.0,97587.08932149246,121.84519444421733,483.1902876419381,1021.388317898821,1196.347911089517,4.802751341002306,6.180410546339825,6.928918076806077,7.087028787768464,11.488500482109124,0.014790660806060174,0.011684168106665282,0.012581604220592624,0.012499119887650068,0.012888888255242037,0
2007-11-01,191.309446,732.920543,1569.704721,1803.115915,144666.66666666666,11.18,149.59215918313998,11.18,11.43,12.43,13.65,145430.0,144976.66666666666,142096.66666666666,135860.0,96707.385906207,127.88734853795856,489.94582804484645,1049.3228586120415,1205.3545619276167,4.851149786866236,6.194294829982499,6.9559003385563765,7.094529044907572,11.479445058113104,0.048398445863929496,0.0138842836426738,0.026982261750299052,0.007500257139108513,0.024191312099002715,0
2007-12-01,235.075119,779.565807,1600.005607,1827.747528,143903.33333333334,11.18,150.6991411610952,11.18,11.22,12.03,13.19,144666.66666666666,145203.33333333334,143423.33333333334,135350.0,95490.48005489477,155.9896872595366,517.299435812083,1061.7217820037986,1212.8453512858207,5.04978989775369,6.2486218863691745,6.967647191965991,7.100724408059208,11.466781836210853,0.19864011088745404,0.054327056386675565,0.011746853409614566,0.006195363151635824,0.067727345958845,0
2008-01-01,193.738675,755.191254,1601.68895,1837.638125,143140.0,11.18,151.51291652336513,11.18,11.18,11.73,13.13,143903.33333333334,145430.0,144750.0,134840.0,94473.79357780766,127.86941169476012,498.43358000671867,1057.1303006717583,1212.8590533181464,4.8510095220051115,6.211470340819015,6.963313252323475,7.100735705422811,11.45607775838551,-0.1987803757485782,-0.037151545550159426,-0.004333939642515716,1.129736360283573e-05,-0.06006364089441263,0
2008-02-01,187.697652,758.572363,1618.982555,1861.261987,145323.3333333333,11.18,152.2553298143296,11.18,11.18,11.43,12.93,143140.0,144666.66666666666,144976.66666666666,136816.66666666666,95447.12392699183,123.27821444995794,498.22384800916603,1063.3339121686554,1222.460973464606,4.814443707210978,6.211049470026799,6.96916445146987,7.1086212972931255,11.466327696976423,-0.0365658147941339,-0.00042087079221619916,0.005851199146394315,0.007885591870314457,-0.005812473642410332,0
2008-03-01,187.702397,780.089115,1636.587622,1882.375451,147506.66666666666,11.18,152.98615539743838,11.18,11.18,11.22,12.74,145323.3333333333,143903.33333333334,145203.33333333334,138793.33333333334,96418.31071802758,122.69240737004814,509.90830704479674,1069.7619126046768,1230.4220902275963,4.8096804701775335,6.234230919445951,6.975191391112162,7.115112552286245,11.476451407769085,-0.004763237033444057,0.02318144941915179,0.006026939642292284,0.006491254993119533,0.007734101755279887,0
2008-04-01,190.959053,815.392374,1675.853648,1921.808985,149690.0,11.37,153.8275792521243,11.18,11.18,11.18,12.58,147506.66666666666,143140.0,145430.0,140770.0,97310.2487393741,124.13837227914573,530.0690409120767,1089.436404153033,1249.3266775329953,4.821396848922307,6.273007263934148,6.993415781091297,7.130360027194418,11.485659593967059,0.01171637874477316,0.038776344488197445,0.018224389979135225,0.015247474908172798,0.020991147030069657,0
2008-05-01,187.522192,846.322011,1706.968916,1958.889483,151413.3333333333,11.63,155.04281712821611,11.37,11.18,11.18,12.43,149690.0,145323.3333333333,144666.66666666666,142096.66666666666,97659.04421623008,120.94864855617551,545.8634115891452,1100.966138011014,1263.450651428794,4.795366063419205,6.302368782524549,7.003943380583061,7.14160186902458,11.489237550717771,-0.026030785503102116,0.029361518590400593,0.010527599491763517,0.01124184183016208,0.0062750436023060185,0
2008-06-01,190.551872,870.906826,1721.02684,1977.271695,153136.6666666667,12.09,156.1901339749649,11.63,11.18,11.18,12.03,151413.3333333333,147506.66666666666,143903.33333333334,143423.33333333334,98045.03189120279,121.99994144991437,557.5940066352682,1101.8793544769328,1265.9389198788504,4.804020564814406,6.323631110886518,7.004772505023562,7.143569354999027,11.493182161204642,0.008654501395201741,0.02126232836196973,0.0008291244405009834,0.0019674859744469586,0.008178360043029853,0
2008-07-01,189.986585,919.095072,1764.903833,2017.769516,154860.0,12.36,157.0179416850322,12.09,11.37,11.18,11.73,153136.6666666667,149690.0,143140.0,144750.0,98625.67190610553,120.99673639914394,585.3439818002742,1124.0141184249392,1285.0566593513972,4.795763573325091,6.3721996775031755,7.0246615912510295,7.158558089237722,11.499086870861147,-0.008256991489314913,0.048568566616657094,0.019889086227467878,0.0149887342386954,0.018797348898376365,0
2008-08-01,190.995678,964.017755,1801.31076,2054.588149,152213.33333333334,12.92,157.4575919217503,12.36,11.63,11.18,11.43,154860.0,151413.3333333333,145323.3333333333,144976.66666666666,96669.41522195823,121.29975802939799,612.2396152730925,1143.9974014686918,1304.8517533667368,4.798264821136787,6.4171237341091585,7.042283900493712,7.173844714351252,11.47905234622093,0.002501247811695251,0.044924056605982976,0.017622309242682377,0.015286625113529517,0.02008355969347253,0
2008-09-01,199.382244,1003.158652,1825.93871,2082.000869,149566.66666666666,13.39,157.86698166074683,12.92,12.09,11.18,11.22,152213.33333333334,153136.6666666667,147506.66666666666,145203.33333333334,94742.20960788534,126.29762215158371,635.445513334618,1156.6311655491759,1318.8323784350173,4.838641202192546,6.4543263486919615,7.053266891192986,7.18450206233312,11.45891489906713,0.04037638105575958,0.03720261458280305,0.010982990699273998,0.010657347981868348,0.024804833579926244,1
2008-10-01,193.650031,1027.541803,1833.67889,2087.059318,146920.0,13.66,158.5773830782202,13.39,12.36,11.37,11.18,149566.66666666666,154860.0,149690.0,145430.0,92648.77320338294,122.11705556048922,647.9750031523428,1156.3306534674718,1316.11411254689,4.804980056541685,6.473852120226039,7.053007040744159,7.182438819787794,11.436570990431916,-0.033661145650861535,0.019525771534077307,-0.00025985044882670394,-0.0020632425453257497,-0.00411461677773417,1
2008-11-01,201.858589,1048.357196,1868.278256,2127.012844,144503.33333333334,13.64,159.14826165730182,13.66,12.92,11.63,11.18,146920.0,152213.33333333334,151413.3333333333,144666.66666666666,90797.9338439123,126.83681675057656,658.7299069954377,1173.9231308872309,1336.4976920578329,4.842901352781402,6.49031359767568,7.068106521998408,7.197807808722139,11.416391809307493,0.03792129623971707,0.016461477449641215,0.015099481254249092,0.015368988934344685,0.021212810969488016,1
2008-12-01,227.166817,1086.785083,1894.808837,2165.026979,142086.66666666666,13.66,159.59387678994224,13.64,13.39,12.09,11.18,144503.33333333334,149566.66666666666,153136.6666666667,143903.33333333334,89030.14922914705,142.3405594056703,680.9691605088511,1187.2691328213994,1356.5852415814254,4.958222491929935,6.523517019527688,7.079411102541664,7.212725969477,11.396730346733301,0.11532113914853337,0.033203421852007864,0.011304580543256115,0.014918160754860743,0.04368682557466452,1
2009-01-01,199.815307,1068.177739,1896.403733,2167.907278,139670.0,13.32,160.35992739853396,13.66,13.66,12.36,11.18,142086.66666666666,146920.0,154860.0,143140.0,87097.81942772126,124.60426382172753,666.1126356993883,1182.5920376522554,1351.9008851957235,4.825142825845929,6.501458778912516,7.075463950446978,7.209266944149141,11.374787127254201,-0.13307966608400612,-0.022058240615171698,-0.003947152094686324,-0.003459025327859244,-0.04063602103043085,1
2009-02-01,198.079554,1074.11782,1911.377234,2185.998463,141910.0,12.66,161.2419069992259,13.32,13.64,12.92,11.18,139670.0,144503.33333333334,152213.33333333334,145323.3333333333,88010.61872871628,122.84619903493883,666.1530119494039,1185.4097173442487,1355.7260042890057,4.810933158602002,6.501519391824212,7.077843746843547,7.2120923863493465,11.385212753552398,-0.014209667243926916,6.0612911696011906e-05,0.002379796396568601,0.0028254422002058632,-0.00223595393386411,1
2009-03-01,196.166112,1073.712242,1922.39533,2201.970399,144149.99999999997,11.7,161.56439081322432,12.66,13.66,13.39,11.18,141910.0,142086.66666666666,149566.66666666666,147506.66666666666,89221.39295325529,121.4166754274318,664.5723334179867,1189.8632615291913,1362.9057664975053,4.799228228561754,6.499143726131306,7.081593673225353,7.217374292474121,11.398876121127689,-0.011704930040248307,-0.002375665692905926,0.0037499263818059347,0.005281906124774416,-0.0012621908066434706,1
2009-04-01,198.350552,1077.756632,1950.835852,2224.228662,146390.0,11.11,162.3398998891278,11.7,13.32,13.66,11.37,144149.99999999997,139670.0,146920.0,149690.0,90174.99708942718,122.18225595523107,663.8889347203419,1201.6983214430643,1370.1059711870382,4.805513831245227,6.498114868498314,7.091491103097659,7.222643367062133,11.409507473494802,0.006285602683473002,-0.0010288576329919863,0.00989742987230624,0.005269074588012401,0.005105812377699914,1
2009-05-01,199.654739,1091.164504,1981.875506,2254.370643,148613.3333333333,10.16,163.1028974186067,11.11,12.66,13.64,11.63,146390.0,141910.0,144503.33333333334,151413.3333333333,91116.30491266772,122.41029568443676,669.0037523977919,1215.107479613608,1382.1769439289083,4.807378481609679,6.505789669077807,7.102587812449573,7.231415030812706,11.419892045418521,0.0018646503644523804,0.007674800579493102,0.011096709351914313,0.008771663750573033,0.007351956011608207,1
2009-06-01,206.491951,1112.294167,1997.955514,2261.608856,150836.6666666667,9.54,163.6900678493137,10.16,11.7,13.66,12.09,148613.3333333333,144149.99999999997,142086.66666666666,153136.6666666667,92147.72078017629,126.1481247537193,679.512313492308,1220.5722315658365,1381.6408568429108,4.837456809766268,6.521375354828491,7.107075070028442,7.231027098516611,11.431148228990416,0.03007832815658862,0.015585685750683531,0.0044872575788685864,-0.0003879322960953502,0.012440834797511346,1
2009-07-01,202.506493,1115.662312,2035.540975,2321.899332,153060.0,9.01,164.08292401215203,9.54,11.11,13.32,12.36,150836.6666666667,146390.0,139670.0,154860.0,93282.10166992413,123.41716496044543,679.9380975910532,1240.5562536472394,1415.0767643731406,4.815570201963441,6.522001761072068,7.123315149662928,7.254939059046218,11.443383532097274,-0.02188660780282703,0.0006264062435770157,0.01624007963448637,0.02391196052960698,0.004722959651210834,1
2009-08-01,206.840405,1121.786452,2069.824769,2355.008902,153623.33333333334,8.65,164.32904839817027,9.01,10.16,12.66,12.92,153060.0,148613.3333333333,141910.0,152213.33333333334,93485.19621503746,125.86965421890868,682.6464723886825,1259.5610996205626,1433.1056651005483,4.835246881170925,6.525977115591858,7.138518605628797,7.267599162095462,11.445558373490442,0.019676679207484504,0.003975354519790031,0.01520345596586914,0.012660103049244142,0.012878898185596954,1
2009-09-01,214.465555,1139.974843,2108.364057,2391.092564,154186.66666666666,8.65,164.72343811432586,8.65,9.54,11.7,13.39,153623.33333333334,150836.6666666667,144149.99999999997,149566.66666666666,93603.35628719322,130.19735227427122,692.0538182361174,1279.9417503274158,1451.5800491855134,4.869051393732603,6.539663724611094,7.154569848321456,7.280407931227872,11.446821519591968,0.03380451256167749,0.013686609019235796,0.016051242692658896,0.012808769132409914,0.019087783351495524,1
2009-10-01,214.528687,1135.682421,2129.862633,2427.046587,154750.0,8.65,165.18466374104597,8.65,9.01,11.11,13.66,154186.66666666666,153060.0,146390.0,146920.0,93683.03115753892,129.87203662944694,687.5229184595298,1289.3827942398507,1469.2929307316283,4.86654963206146,6.53309516492623,7.161918928782408,7.29253656455312,11.447672354254745,-0.002501761671142688,-0.006568559684863473,0.007349080460952173,0.01212863332524794,0.002601848107548488,1
2009-11-01,225.273361,1150.55991,2158.865053,2458.33928,154010.0,8.65,165.86192086238424,8.65,8.65,10.16,13.64,154750.0,153623.33333333334,148613.3333333333,144503.33333333334,92854.34486664495,135.81981917773004,693.6853884350106,1301.6037929472745,1482.1601409281195,4.91132914834718,6.542018526936052,7.1713524699657905,7.301255857324685,11.43878736015716,0.04477951628572008,0.008923362009821467,0.009433541183382133,0.008719292771565357,0.01796392806262226,1
2009-12-01,254.714119,1185.866143,2196.530424,2497.47945,153270.0,8.65,166.47560996957506,8.65,8.65,9.54,13.66,154010.0,154186.66666666666,150836.6666666667,142086.66666666666,92067.54072143752,153.00386587954316,712.3362654846123,1319.4307709107875,1500.2074180454645,5.030463188259782,6.5685500829054755,7.184955688413733,7.31335865622766,11.430277724959986,0.11913403991260196,0.026531555969423692,0.013603218447942211,0.012102798902974499,0.04284290330823559,1
2010-01-01,231.95483,1164.959304,2322.483632,2605.840471,152530.0,8.65,167.7241770443469,8.65,8.65,9.01,13.32,153270.0,154750.0,153060.0,139670.0,90940.9738583308,138.2954050438836,694.5685020067085,1384.7041451787397,1553.6463000864842,4.929392013562609,6.543290792329147,7.233241782213449,7.348359898899435,11.41796593612231,-0.1010711746971733,-0.025259290576328475,0.04828609379971649,0.0350012426717754,-0.010760782200502472,0
2010-02-01,229.539682,1168.26849,2331.431779,2623.278526,154640.00000000003,8.65,169.0324256252928,8.65,8.65,8.65,12.66,152530.0,154010.0,153623.33333333334,141910.0,91485.40549421117,135.796242141634,691.1505207822023,1379.2807920583618,1551.93804756445,4.911155542736078,6.538357630411062,7.229317477122377,7.347259782140016,11.423934735746183,-0.01823647082653057,-0.004933161918084572,-0.003924305091072,-0.001100116759419123,-0.0070485136487765665,0
